sample_id,event_id,date,latitude,longitude,elevation_m,slope_deg,rain_prev_24h_mm,rain_prev_72h_mm,rain_prev_7d_mm,label,sample_type,exclusion_distance_m,random_seed,terrain_source,terrain_resolution_m,rainfall_source,rainfall_native_resolution_m,crs
BG_0,,2024-05-28,23.585251974918286,92.99281391041264,957.8583,22.727901,115.84728240966797,187.52660369873047,213.24666786193848,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_1,,2024-05-28,23.964430856345135,92.75485019164937,363.7861,20.595139,125.06549835205078,268.83361053466797,268.83361053466797,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_2,,2024-05-28,23.921042228122165,92.58506860295078,855.103,33.677433,159.35244750976562,273.2596130371094,273.2596130371094,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_3,,2024-05-28,23.5402463791839,92.947538820093,1408.2559,17.397863,130.1573486328125,191.429931640625,234.52980041503906,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_4,,2024-05-28,23.824293672022492,92.52685777253983,91.00288,6.3940716,175.89549255371094,295.497013092041,295.497013092041,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_5,,2024-05-28,24.055520026154856,92.72224134683583,115.83969,12.780319,146.2703399658203,288.20024490356445,288.20024490356445,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_6,,2024-05-28,23.651547642886307,92.7799131880763,303.1686,33.734924,158.02207946777344,261.5828323364258,281.0533618927002,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_7,,2024-05-28,23.556955043468523,92.91492997527946,892.63837,43.053272,130.8920135498047,206.7709083557129,235.54150390625,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_8,,2024-05-28,24.007549989982873,92.7227803360063,686.5798,17.818962,143.74636840820312,283.4876823425293,283.4876823425293,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_9,,2024-05-28,23.97655811268075,92.75646715916078,419.53018,18.420029,125.06549835205078,268.83361053466797,268.83361053466797,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_10,,2024-05-28,23.704638076177773,92.95158123887154,814.6591,31.381811,124.025390625,199.08475494384766,225.50044631958008,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_11,,2024-05-28,23.632144032749327,92.87288881998268,435.05463,27.539928,130.09585571289062,214.8979148864746,238.7138214111328,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_12,,2024-05-28,24.05201659654679,92.60231625640587,45.347546,31.341808,141.94186401367188,292.1765251159668,292.1765251159668,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_13,,2024-05-28,23.520573274461682,92.64866932506644,234.8988,19.534325,128.1201934814453,225.95767211914062,263.3019714355469,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_14,,2024-05-28,23.708411000371072,92.49559640065247,672.551,35.35474,158.54266357421875,296.9300537109375,296.9300537109375,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_15,,2024-05-28,23.962005405078013,92.53009170756266,60.64652,6.54296,203.15513610839844,320.5421829223633,320.5421829223633,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_16,,2024-05-28,24.018060278807074,92.74730434326277,248.99086,12.6809,143.74636840820312,283.4876823425293,283.4876823425293,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_17,,2024-05-28,24.08327796843415,92.88097365753976,429.87717,25.177576,124.54024505615234,257.87854766845703,257.87854766845703,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_18,,2024-05-28,23.776054141265274,92.71173105801164,724.44293,19.096758,163.2393341064453,259.32766342163086,275.81050300598145,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_19,,2024-05-28,23.874689159461596,92.5912669784112,688.11755,22.885132,160.7626953125,264.80003356933594,264.80003356933594,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_20,,2024-05-28,23.98572092857877,92.64651336838455,305.71344,18.743464,164.02464294433594,291.6515884399414,291.6515884399414,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_21,,2024-05-28,23.895440242524757,92.92786571537079,1216.746,33.102947,133.07452392578125,257.0649871826172,257.0649871826172,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_22,,2024-05-28,23.476915151653472,92.64893881965168,521.12463,33.23287,109.82012176513672,243.88508224487305,274.31085777282715,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_23,,2024-05-28,23.869838256927352,92.64866932506644,213.92892,6.121924,133.9669189453125,236.23008728027344,236.23008728027344,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_24,,2024-05-28,23.892475802087162,92.84054946975436,267.61707,36.712433,141.2335205078125,239.73375701904297,239.73375701904297,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_25,,2024-05-28,23.749104682741688,92.90954008357475,759.0956,38.186985,132.13259887695312,197.69288635253906,230.22002410888672,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_26,,2024-05-28,23.859597462688388,92.657293151794,288.4058,10.279496,138.96986389160156,255.11741638183594,255.11741638183594,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_27,,2024-05-28,23.812974899442587,92.46298755583894,565.3742,29.669117,173.9872589111328,313.9410858154297,313.9410858154297,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_28,,2024-05-28,23.566117859366543,92.89202293553441,502.96042,28.15859,124.7547836303711,192.8963680267334,229.84925651550293,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_29,,2024-05-28,23.97143771556127,92.90253322435862,590.20996,31.343306,114.96668243408203,220.0229263305664,220.0229263305664,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_30,,2024-05-28,23.815130856124473,92.59396192426357,355.51144,15.311908,163.69512939453125,282.1622848510742,282.1622848510742,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_31,,2024-05-28,23.94206280577056,92.90954008357475,698.8787,22.711424,114.37263488769531,209.96936416625977,209.96936416625977,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_32,,2024-05-28,23.91807778768457,92.98823250246362,550.1499,12.106814,118.10382843017578,215.3574104309082,215.3574104309082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_33,,2024-05-28,23.628371108556024,92.7702113830078,396.79974,32.87503,128.6545867919922,223.65303421020508,263.5138053894043,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_34,,2024-05-28,23.540515873769134,92.79904730362804,256.25696,18.126846,136.4126434326172,244.1869888305664,277.0615119934082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_35,,2024-05-28,23.978175080192166,92.50826264615856,504.91214,27.432648,203.15513610839844,320.5421829223633,320.5421829223633,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_36,,2024-05-28,23.89597923169523,92.4853556064135,688.96063,31.23886,169.584228515625,299.6661720275879,299.6661720275879,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_37,,2024-05-28,23.824293672022492,92.72493629268818,792.5494,42.298523,155.63650512695312,261.16114807128906,261.16114807128906,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_38,,2024-05-28,23.777132119606215,92.77937419890583,590.897,34.503487,171.24420166015625,277.29468536376953,296.3358745574951,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_39,,2024-05-28,23.696014249450222,92.72790073312578,701.0143,28.57563,155.62832641601562,252.92779159545898,267.52588748931885,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_40,,2024-05-28,23.712722913734847,92.67858322402762,379.0995,3.832765,169.60687255859375,267.0843086242676,285.4428825378418,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_41,,2024-05-28,23.69628374403546,92.65271174384497,570.9632,33.641827,128.92320251464844,253.8608169555664,268.97982025146484,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_42,,2024-05-28,23.55776352722423,92.46244856666847,581.9891,11.535846,114.01127624511719,241.88836669921875,276.4680824279785,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_43,,2024-05-28,23.917538798514098,92.55003430687012,427.74286,25.49987,190.43728637695312,305.7191848754883,305.7191848754883,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_44,,2024-05-28,23.56935179438937,92.66699495686248,397.10504,27.799688,136.260986328125,240.61606216430664,271.25440406799316,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_45,,2024-05-28,23.692241325256923,92.50799315157332,168.82129,18.612331,157.4532012939453,309.8921813964844,309.8921813964844,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_46,,2024-05-28,23.842349809233294,92.98499856744078,1012.96344,20.872313,149.9873046875,223.8224983215332,241.9916820526123,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_47,,2024-05-28,23.644001794499705,92.87019387413031,548.6479,12.770247,130.09585571289062,214.8979148864746,238.7138214111328,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_48,,2024-05-28,23.92724060358259,92.58991950548503,780.209,38.968502,159.35244750976562,273.2596130371094,273.2596130371094,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_49,,2024-05-28,23.833995477090983,92.84998178023763,295.26266,26.659363,148.03797912597656,252.58111190795898,252.58111190795898,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_50,,2024-05-28,23.811896921101642,92.57671427080847,572.7021,25.235788,163.69512939453125,282.1622848510742,282.1622848510742,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_51,,2024-05-28,23.53943789542819,92.78853701480385,468.8154,27.076387,136.4126434326172,244.1869888305664,277.0615119934082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_52,,2024-05-28,23.91349637973556,92.85671914486852,242.45526,36.353626,132.6033935546875,256.8159637451172,256.8159637451172,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_53,,2024-05-28,23.992458293209665,92.89687383806866,601.2462,21.231411,96.84575653076172,225.06865692138672,225.06865692138672,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_54,,2024-05-28,24.08327796843415,92.82006788127644,393.8563,33.07794,128.0061798095703,269.36503982543945,269.36503982543945,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_55,,2024-05-28,23.759075982395412,92.8400104805839,599.85175,28.225962,145.95169067382812,239.90277862548828,257.31964683532715,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_56,,2024-05-28,24.008627968323818,92.97718322446894,305.7843,32.2226,94.9051742553711,209.07917022705078,209.07917022705078,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_57,,2024-05-28,23.721885729632866,92.49047600353299,705.51794,40.848583,158.54266357421875,296.9300537109375,296.9300537109375,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_58,,2024-05-28,23.799500170180792,92.65540668969734,245.34445,14.25338,172.75070190429688,279.26146697998047,279.26146697998047,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_59,,2024-05-28,23.695205765694517,92.9227453182513,640.21466,24.124884,125.28914642333984,195.46574592590332,221.36861991882324,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_60,,2024-05-28,24.044470748160187,92.85294622067522,183.54274,28.561974,100.57221221923828,232.8218536376953,232.8218536376953,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_61,,2024-05-28,23.911070928468437,92.63735055248654,274.8244,8.490215,149.15887451171875,257.1335334777832,257.1335334777832,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_62,,2024-05-28,23.53162255245635,92.7685944154964,769.2563,7.0756297,136.4126434326172,244.1869888305664,277.0615119934082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_63,,2024-05-28,24.08920684930934,92.84863430731144,96.46272,7.9735746,128.0061798095703,269.36503982543945,269.36503982543945,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_64,,2024-05-28,24.00781948456811,92.66591697852154,571.8968,19.410751,139.68443298339844,288.36982345581055,288.36982345581055,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_65,,2024-05-28,23.776862625020982,92.6077061481106,394.43076,13.044973,146.3689727783203,255.0957145690918,255.0957145690918,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_66,,2024-05-28,23.582557029065928,92.99658683460594,1106.249,37.155846,115.84728240966797,187.52660369873047,213.24666786193848,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_67,,2024-05-28,23.576897642775975,92.51796445122704,176.3041,17.183445,131.57156372070312,264.21384048461914,302.5195198059082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_68,,2024-05-28,24.061448907030044,92.9677509139857,320.15906,17.386423,90.40760803222656,224.76395797729492,224.76395797729492,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_69,,2024-05-28,23.72997056718994,92.66456950559535,670.1376,37.391846,169.60687255859375,267.0843086242676,285.4428825378418,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_70,,2024-05-28,23.901369123399945,92.96209152769575,538.54016,35.4911,118.10382843017578,215.3574104309082,215.3574104309082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_71,,2024-05-28,24.002968582033866,92.7446093974104,258.82498,24.310452,143.74636840820312,283.4876823425293,283.4876823425293,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_72,,2024-05-28,23.56665684853701,92.73517708692715,594.53845,11.919862,126.34567260742188,225.56153869628906,255.60668563842773,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_73,,2024-05-28,23.55506858137187,92.62684026366233,301.237,33.72922,139.08123779296875,246.19755172729492,273.67797660827637,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_74,,2024-05-28,23.53889890625772,92.77964369349107,849.1038,26.152391,136.4126434326172,244.1869888305664,277.0615119934082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_75,,2024-05-28,23.580131577798806,92.99227492124216,1350.4258,23.684725,115.84728240966797,187.52660369873047,213.24666786193848,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_76,,2024-05-28,23.786294935504234,92.92005037239895,983.9864,39.955334,149.61886596679688,229.41242599487305,250.60684776306152,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_77,,2024-05-28,24.06899475541665,92.46379603959464,112.22131,23.58035,172.09210205078125,300.0973129272461,300.0973129272461,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_78,,2024-05-28,23.90648952051943,92.90900109440427,634.21936,31.438967,114.37263488769531,209.96936416625977,209.96936416625977,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_79,,2024-05-28,24.011322914176176,92.5349426100969,31.0,17.868507,221.72633361816406,345.5620880126953,345.5620880126953,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_80,,2024-05-28,23.70167363574018,92.97987817032131,1097.7146,34.67395,124.025390625,199.08475494384766,225.50044631958008,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_81,,2024-05-28,23.512488436904604,92.86803791744843,560.1665,29.068045,140.8377227783203,230.71803665161133,267.78420639038086,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_82,,2024-05-28,23.532700530797296,92.62522329615092,237.04526,24.345572,128.1201934814453,225.95767211914062,263.3019714355469,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_83,,2024-05-28,23.729162083434232,92.58129567875747,565.9698,30.949297,137.5864715576172,262.4698257446289,281.1665325164795,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_84,,2024-05-28,23.916999809343626,92.94699983092254,493.8256,10.318507,114.37263488769531,209.96936416625977,209.96936416625977,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_85,,2024-05-28,23.80623753481169,92.6114790723039,617.69244,6.6760573,162.8187713623047,271.525089263916,271.525089263916,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_86,,2024-05-28,23.494701794279038,92.74218394614329,1032.5675,29.599638,126.9948959350586,250.02560424804688,283.6670684814453,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_87,,2024-05-28,24.01105341959094,92.48319964973163,636.09924,25.313108,190.5614776611328,332.05835342407227,332.05835342407227,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_88,,2024-05-28,23.61893879807277,92.49883033567531,204.85075,19.373217,135.25204467773438,276.68790435791016,298.0708980560303,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_89,,2024-05-28,23.541863346695315,92.84351391019196,944.2691,39.90212,132.90013122558594,232.4102783203125,274.9632263183594,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_90,,2024-05-28,23.946105224549097,92.52928322380696,63.573395,6.1790905,190.43728637695312,305.7191848754883,305.7191848754883,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_91,,2024-05-28,23.599535187935786,92.81629495708314,408.9524,35.065353,123.25846862792969,222.80570220947266,253.95381927490234,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_92,,2024-05-28,23.500091685983755,92.60042979430922,612.4117,25.516094,109.82012176513672,243.88508224487305,274.31085777282715,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_93,,2024-05-28,23.518956306950265,92.75781463208696,517.1068,32.005287,136.4126434326172,244.1869888305664,277.0615119934082,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_94,,2024-05-28,24.018599267977542,92.48346914431686,470.77588,34.68169,190.5614776611328,332.05835342407227,332.05835342407227,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_95,,2024-05-28,23.57581966443503,92.59665687011592,616.72064,22.289806,125.38365936279297,225.3696632385254,271.6198081970215,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_96,,2024-05-28,23.594953779986778,92.87100235788603,608.45624,12.824359,124.7547836303711,192.8963680267334,229.84925651550293,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_97,,2024-05-28,23.940984827429617,92.85671914486852,312.16867,38.06639,132.6033935546875,256.8159637451172,256.8159637451172,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_98,,2024-05-28,23.624328689777485,92.55569369316007,402.06342,29.954035,133.11534118652344,254.1083221435547,290.3985290527344,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_99,,2024-05-28,23.733473996798008,92.52631878336936,218.16592,44.639713,163.15553283691406,307.5698013305664,307.5698013305664,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_100,,2024-05-28,24.069803239172355,92.8370460401463,406.40262,15.281186,128.0061798095703,269.36503982543945,269.36503982543945,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_101,,2024-05-28,24.050938618205848,92.83596806180536,264.15985,30.758303,128.0061798095703,269.36503982543945,269.36503982543945,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_102,,2024-05-28,24.051747101961553,92.79850831445758,471.85062,22.024235,148.35845947265625,292.2537651062012,292.2537651062012,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_103,,2024-05-28,23.552912624689984,92.92840470454126,1350.2664,36.458984,130.8920135498047,206.7709083557129,235.54150390625,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_104,,2024-05-28,24.022911181341318,92.93648954209833,864.6745,35.520226,119.46353149414062,237.5753059387207,237.5753059387207,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_105,,2024-05-28,24.047974177768253,92.51473051620422,452.8541,35.944004,221.72633361816406,345.5620880126953,345.5620880126953,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_106,,2024-05-28,24.01024493583523,92.64300993877649,239.89694,16.826424,151.3501739501953,292.43377685546875,292.43377685546875,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_107,,2024-05-28,23.905142047593248,92.68855452368135,364.77762,22.410673,136.06475830078125,261.0490837097168,261.0490837097168,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_108,,2024-05-28,23.864987354393104,92.552190263552,390.91623,28.917156,160.7626953125,264.80003356933594,264.80003356933594,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_109,,2024-05-28,24.075732120047544,92.87908719544309,530.87317,27.981024,124.54024505615234,257.87854766845703,257.87854766845703,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_110,,2024-05-28,24.084086452189858,92.79823881987234,726.31757,19.580965,148.35845947265625,292.2537651062012,292.2537651062012,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_111,,2024-05-28,23.59225883413442,92.57967871124606,396.47195,13.871385,125.38365936279297,225.3696632385254,271.6198081970215,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_112,,2024-05-28,23.474759194971586,92.69690885582366,700.7773,42.82018,103.66326141357422,232.81374740600586,262.8345699310303,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_113,,2024-05-28,23.62729313021508,92.87450578749409,390.89767,22.827503,130.09585571289062,214.8979148864746,238.7138214111328,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_114,,2024-05-28,24.09675269769594,92.70903611215927,375.4122,12.725253,146.2703399658203,288.20024490356445,288.20024490356445,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_115,,2024-05-28,23.77228121707197,92.57833123831988,761.6251,29.96064,150.06362915039062,289.7275848388672,289.7275848388672,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_116,,2024-05-28,23.673646198875648,92.99901228587305,696.8466,33.08117,118.6979751586914,184.82564544677734,217.03961086273193,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_117,,2024-05-28,23.47880161375012,92.45571120203756,290.39493,16.038464,133.9978790283203,254.46841049194336,290.1161422729492,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_118,,2024-05-28,23.750452155667865,92.6408539820946,341.0354,41.644066,146.3689727783203,255.0957145690918,255.0957145690918,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
